
Pt Time Type=Segment Terminal
 ==================== 
Pt Time,Unit,Category,Depth,Time,Type,FilamentID,ID,
0,s,Point,4,1,Segment Terminal,100000012,800000316,
0,s,Point,5,1,Segment Terminal,100000012,800000318,
0,s,Point,5,1,Segment Terminal,100000012,800000320,
0,s,Point,4,1,Segment Terminal,100000012,800000322,
0,s,Point,2,1,Segment Terminal,100000012,800000323,
0,s,Point,3,1,Segment Terminal,100000012,800000324,
0,s,Point,3,1,Segment Terminal,100000012,800000325,
0,s,Point,3,1,Segment Terminal,100000012,800000327,
0,s,Point,3,1,Segment Terminal,100000012,800000329,
0,s,Point,3,1,Segment Terminal,100000012,800000331,
0,s,Point,2,1,Segment Terminal,100000012,800000333,
0,s,Point,4,1,Segment Terminal,100000012,800000335,
0,s,Point,4,1,Segment Terminal,100000012,800000337,
0,s,Point,3,1,Segment Terminal,100000012,800000339,
0,s,Point,3,1,Segment Terminal,100000012,800000341,
0,s,Point,3,1,Segment Terminal,100000013,800000343,
0,s,Point,4,1,Segment Terminal,100000013,800000345,
0,s,Point,4,1,Segment Terminal,100000013,800000347,
0,s,Point,4,1,Segment Terminal,100000013,800000349,
0,s,Point,5,1,Segment Terminal,100000013,800000351,
0,s,Point,5,1,Segment Terminal,100000013,800000353,
0,s,Point,4,1,Segment Terminal,100000013,800000355,
0,s,Point,4,1,Segment Terminal,100000013,800000357,
0,s,Point,1,1,Segment Terminal,100000013,800000358,
0,s,Point,2,1,Segment Terminal,100000013,800000359,
0,s,Point,4,1,Segment Terminal,100000013,800000361,
0,s,Point,4,1,Segment Terminal,100000013,800000363,
0,s,Point,4,1,Segment Terminal,100000013,800000364,
0,s,Point,4,1,Segment Terminal,100000013,800000366,
0,s,Point,3,1,Segment Terminal,100000013,800000368,
0,s,Point,3,1,Segment Terminal,100000013,800000370,
0,s,Point,3,1,Segment Terminal,100000013,800000372,
0,s,Point,3,1,Segment Terminal,100000013,800000374,
