
Segment Intensity StdDev Ch=3 Img=1
 ==================== 
Segment Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
25.7222,,Segment,3,2,Image 1,2,1,100000001,510000000594,
32.2946,,Segment,3,4,Image 1,3,1,100000001,510000000599,
41.1741,,Segment,3,4,Image 1,2,1,100000001,510000000610,
24.1061,,Segment,3,2,Image 1,1,1,100000002,510000000616,
29.5983,,Segment,3,3,Image 1,1,1,100000002,510000000635,
31.4622,,Segment,3,3,Image 1,2,1,100000002,510000000663,
51.42,,Segment,3,1,Image 1,1,1,100000002,510000000685,
55.4044,,Segment,3,2,Image 1,1,1,100000002,510000000709,
23.8007,,Segment,3,3,Image 1,1,1,100000002,510000000711,
30.8136,,Segment,3,4,Image 1,1,1,100000002,510000000716,
45.713,,Segment,3,2,Image 1,2,1,100000002,510000000726,
20.7548,,Segment,3,4,Image 1,2,1,100000002,510000000743,
43.6108,,Segment,3,3,Image 1,2,1,100000002,510000000755,
43.9319,,Segment,3,1,Image 1,1,1,100000002,510000000760,
28.0663,,Segment,3,3,Image 1,1,1,100000002,510000000765,
27.0884,,Segment,3,3,Image 1,2,1,100000002,510000000773,
30.5157,,Segment,3,2,Image 1,2,1,100000002,510000000783,
28.7714,,Segment,3,2,Image 1,2,1,100000002,510000000798,
64.1307,,Segment,3,1,Image 1,1,1,100000002,510000000824,
29.0475,,Segment,3,2,Image 1,2,1,100000002,510000000832,
25.4586,,Segment,3,2,Image 1,1,1,100000003,510000000846,
37.0418,,Segment,3,0,Image 1,1,1,100000003,510000000855,
29.9045,,Segment,3,1,Image 1,1,1,100000003,510000000857,
34.6083,,Segment,3,3,Image 1,2,1,100000003,510000000884,
37.3671,,Segment,3,4,Image 1,2,1,100000003,510000000886,
39.7773,,Segment,3,3,Image 1,3,1,100000003,510000000893,
27.1951,,Segment,3,4,Image 1,3,1,100000003,510000000899,
25.5964,,Segment,3,4,Image 1,4,1,100000003,510000000907,
21.4178,,Segment,3,2,Image 1,3,1,100000003,510000000910,
42.5431,,Segment,3,3,Image 1,3,1,100000003,510000000912,
40.3633,,Segment,3,3,Image 1,4,1,100000003,510000000934,
23.3661,,Segment,3,8,Image 1,4,1,100000003,510000000951,
24.7435,,Segment,3,8,Image 1,5,1,100000003,510000000961,
37.2117,,Segment,3,8,Image 1,5,1,100000003,510000000979,
30.4489,,Segment,3,9,Image 1,5,1,100000003,510000000986,
32.2301,,Segment,3,8,Image 1,6,1,100000003,510000000995,
20.4422,,Segment,3,9,Image 1,6,1,100000003,510000000997,
36.0122,,Segment,3,6,Image 1,5,1,100000003,510000001012,
64.8473,,Segment,3,5,Image 1,4,1,100000003,510000001037,
31.1988,,Segment,3,4,Image 1,4,1,100000003,510000001057,
11.6529,,Segment,3,5,Image 1,5,1,100000003,510000001060,
44.488,,Segment,3,6,Image 1,5,1,100000003,510000001062,
33.1188,,Segment,3,9,Image 1,7,1,100000003,510000001072,
35.515,,Segment,3,9,Image 1,6,1,100000003,510000001077,
58.6187,,Segment,3,7,Image 1,5,1,100000003,510000001085,
51.8347,,Segment,3,2,Image 1,3,1,100000003,510000001099,
24.4272,,Segment,3,2,Image 1,2,1,100000003,510000001118,
42.4388,,Segment,3,1,Image 1,2,1,100000003,510000001127,
31.6046,,Segment,3,4,Image 1,3,1,100000003,510000001138,
39.5391,,Segment,3,1,Image 1,2,1,100000003,510000001158,
43.5982,,Segment,3,1,Image 1,1,1,100000004,510000001175,
40.6835,,Segment,3,2,Image 1,2,1,100000004,510000001196,
35.4091,,Segment,3,3,Image 1,2,1,100000004,510000001204,
26.5453,,Segment,3,3,Image 1,3,1,100000004,510000001211,
27.5248,,Segment,3,1,Image 1,2,1,100000004,510000001218,
19.6543,,Segment,3,1,Image 1,1,1,100000004,510000001242,
22.1165,,Segment,3,2,Image 1,1,1,100000004,510000001244,
43.223,,Segment,3,2,Image 1,3,1,100000004,510000001259,
37.1191,,Segment,3,2,Image 1,3,1,100000004,510000001270,
33.4093,,Segment,3,3,Image 1,3,1,100000004,510000001272,
28.9195,,Segment,3,4,Image 1,3,1,100000004,510000001275,
22.7546,,Segment,3,4,Image 1,4,1,100000004,510000001293,
26.0726,,Segment,3,2,Image 1,2,1,100000004,510000001302,
30.4569,,Segment,3,3,Image 1,4,1,100000004,510000001319,
59.6802,,Segment,3,1,Image 1,1,1,100000005,510000001337,
67.206,,Segment,3,1,Image 1,1,1,100000005,510000001375,
38.2167,,Segment,3,2,Image 1,1,1,100000005,510000001403,
70.0462,,Segment,3,1,Image 1,1,1,100000005,510000001419,
56.5916,,Segment,3,1,Image 1,1,1,100000005,510000001434,
53.3097,,Segment,3,1,Image 1,1,1,100000005,510000001466,
29.5599,,Segment,3,2,Image 1,1,1,100000005,510000001468,
29.3321,,Segment,3,3,Image 1,1,1,100000005,510000001470,
32.8148,,Segment,3,2,Image 1,2,1,100000005,510000001515,
29.2131,,Segment,3,3,Image 1,2,1,100000005,510000001517,
23.4652,,Segment,3,3,Image 1,3,1,100000005,510000001545,
30.2057,,Segment,3,3,Image 1,2,1,100000005,510000001563,
45.3367,,Segment,3,2,Image 1,2,1,100000005,510000001589,
33.557,,Segment,3,3,Image 1,2,1,100000005,510000001599,
28.8601,,Segment,3,3,Image 1,3,1,100000005,510000001611,
34.4263,,Segment,3,2,Image 1,1,1,100000006,510000001633,
31.3102,,Segment,3,2,Image 1,2,1,100000006,510000001648,
46.691,,Segment,3,2,Image 1,2,1,100000006,510000001680,
22.6092,,Segment,3,2,Image 1,1,1,100000006,510000001689,
33.2818,,Segment,3,3,Image 1,1,1,100000006,510000001692,
24.3088,,Segment,3,2,Image 1,2,1,100000006,510000001734,
23.621,,Segment,3,3,Image 1,2,1,100000006,510000001744,
16.1458,,Segment,3,3,Image 1,3,1,100000006,510000001753,
51.5016,,Segment,3,1,Image 1,1,1,100000006,510000001759,
20.8158,,Segment,3,3,Image 1,2,1,100000006,510000001769,
37.0403,,Segment,3,3,Image 1,2,1,100000006,510000001778,
39.1194,,Segment,3,3,Image 1,3,1,100000006,510000001796,
20.4398,,Segment,3,2,Image 1,1,1,100000007,510000001816,
30.6039,,Segment,3,3,Image 1,1,1,100000007,510000001818,
48.2552,,Segment,3,1,Image 1,1,1,100000007,510000001834,
24.6568,,Segment,3,2,Image 1,2,1,100000007,510000001847,
19.0761,,Segment,3,3,Image 1,2,1,100000007,510000001850,
31.2678,,Segment,3,2,Image 1,1,1,100000007,510000001866,
46.9028,,Segment,3,1,Image 1,1,1,100000007,510000001885,
16.1988,,Segment,3,2,Image 1,1,1,100000007,510000001892,
21.5495,,Segment,3,2,Image 1,2,1,100000007,510000001903,
31.5322,,Segment,3,2,Image 1,2,1,100000007,510000001915,
51.3206,,Segment,3,1,Image 1,1,1,100000007,510000001923,
55.8545,,Segment,3,1,Image 1,1,1,100000007,510000001931,
23.1222,,Segment,3,3,Image 1,3,1,100000007,510000001949,
34.4452,,Segment,3,3,Image 1,2,1,100000007,510000001953,
72.5519,,Segment,3,0,Image 1,1,1,100000008,510000001968,
32.9083,,Segment,3,2,Image 1,1,1,100000008,510000001975,
23.7547,,Segment,3,3,Image 1,1,1,100000008,510000001977,
21.5016,,Segment,3,4,Image 1,1,1,100000008,510000001980,
56.5,,Segment,3,1,Image 1,2,1,100000008,510000001997,
30.4582,,Segment,3,4,Image 1,2,1,100000008,510000002005,
51.3256,,Segment,3,2,Image 1,2,1,100000008,510000002022,
46.1017,,Segment,3,1,Image 1,2,1,100000008,510000002027,
22.4663,,Segment,3,2,Image 1,2,1,100000008,510000002031,
52.9862,,Segment,3,2,Image 1,2,1,100000008,510000002036,
32.0444,,Segment,3,3,Image 1,2,1,100000008,510000002040,
19.4984,,Segment,3,3,Image 1,3,1,100000008,510000002045,
59.2921,,Segment,3,3,Image 1,2,1,100000008,510000002056,
56.3039,,Segment,3,2,Image 1,2,1,100000008,510000002076,
20.0504,,Segment,3,2,Image 1,3,1,100000008,510000002093,
32.7175,,Segment,3,1,Image 1,2,1,100000009,510000002102,
38.3035,,Segment,3,1,Image 1,2,1,100000009,510000002111,
35.6295,,Segment,3,1,Image 1,1,1,100000009,510000002126,
24.6294,,Segment,3,3,Image 1,1,1,100000009,510000002129,
29.4719,,Segment,3,3,Image 1,2,1,100000009,510000002143,
26.154,,Segment,3,2,Image 1,2,1,100000009,510000002148,
10.3844,,Segment,3,3,Image 1,2,1,100000009,510000002151,
42.8041,,Segment,3,2,Image 1,2,1,100000009,510000002156,
15.9962,,Segment,3,3,Image 1,3,1,100000009,510000002165,
32.4626,,Segment,3,1,Image 1,2,1,100000009,510000002171,
26.5733,,Segment,3,2,Image 1,2,1,100000009,510000002176,
22.388,,Segment,3,2,Image 1,3,1,100000009,510000002180,
9.13643,,Segment,3,1,Image 1,1,1,100000010,510000002194,
10.4334,,Segment,3,2,Image 1,1,1,100000010,510000002196,
27.1905,,Segment,3,3,Image 1,1,1,100000010,510000002202,
15.1898,,Segment,3,2,Image 1,2,1,100000010,510000002218,
37.6258,,Segment,3,3,Image 1,2,1,100000010,510000002226,
9.58054,,Segment,3,1,Image 1,2,1,100000010,510000002246,
27.171,,Segment,3,2,Image 1,3,1,100000010,510000002248,
35.5279,,Segment,3,3,Image 1,3,1,100000010,510000002263,
11.0957,,Segment,3,2,Image 1,2,1,100000010,510000002278,
25.7818,,Segment,3,3,Image 1,2,1,100000010,510000002281,
16.7447,,Segment,3,4,Image 1,2,1,100000010,510000002290,
42.6345,,Segment,3,3,Image 1,3,1,100000010,510000002302,
29.5836,,Segment,3,4,Image 1,3,1,100000010,510000002331,
17.402,,Segment,3,1,Image 1,1,1,100000010,510000002342,
17.1559,,Segment,3,2,Image 1,1,1,100000010,510000002358,
14.8388,,Segment,3,3,Image 1,1,1,100000010,510000002363,
17.8024,,Segment,3,3,Image 1,2,1,100000010,510000002365,
26.5118,,Segment,3,1,Image 1,2,1,100000010,510000002368,
18.0749,,Segment,3,3,Image 1,2,1,100000010,510000002382,
9.47681,,Segment,3,1,Image 1,2,1,100000010,510000002396,
18.7625,,Segment,3,2,Image 1,2,1,100000010,510000002399,
9.99742,,Segment,3,2,Image 1,3,1,100000010,510000002407,
8.94287,,Segment,3,3,Image 1,3,1,100000010,510000002412,
21.5014,,Segment,3,4,Image 1,3,1,100000010,510000002417,
21.8946,,Segment,3,4,Image 1,4,1,100000010,510000002428,
15.1339,,Segment,3,1,Image 1,2,1,100000010,510000002431,
15.3635,,Segment,3,2,Image 1,2,1,100000010,510000002441,
6.33653,,Segment,3,3,Image 1,2,1,100000010,510000002444,
19.6235,,Segment,3,4,Image 1,2,1,100000010,510000002447,
9.50873,,Segment,3,4,Image 1,3,1,100000010,510000002454,
15.7884,,Segment,3,5,Image 1,3,1,100000010,510000002456,
27.5912,,Segment,3,5,Image 1,4,1,100000010,510000002459,
28.3136,,Segment,3,3,Image 1,3,1,100000010,510000002461,
25.4169,,Segment,3,2,Image 1,3,1,100000010,510000002466,
42.7205,,Segment,3,2,Image 1,2,1,100000010,510000002479,
35.4088,,Segment,3,3,Image 1,4,1,100000010,510000002488,
42.1178,,Segment,3,2,Image 1,1,1,100000011,510000002505,
20.4586,,Segment,3,3,Image 1,1,1,100000011,510000002515,
48.0523,,Segment,3,2,Image 1,2,1,100000011,510000002528,
40.1903,,Segment,3,2,Image 1,3,1,100000011,510000002550,
34.4122,,Segment,3,4,Image 1,2,1,100000011,510000002565,
33.0645,,Segment,3,4,Image 1,3,1,100000011,510000002578,
51.727,,Segment,3,3,Image 1,3,1,100000011,510000002584,
54.9344,,Segment,3,2,Image 1,3,1,100000011,510000002606,
38.1007,,Segment,3,1,Image 1,1,1,100000011,510000002630,
39.0787,,Segment,3,1,Image 1,2,1,100000011,510000002643,
30.5209,,Segment,3,3,Image 1,2,1,100000011,510000002661,
43.8882,,Segment,3,3,Image 1,3,1,100000011,510000002664,
45.5914,,Segment,3,3,Image 1,2,1,100000011,510000002675,
25.3162,,Segment,3,2,Image 1,1,1,100000012,510000002702,
26.0505,,Segment,3,3,Image 1,1,1,100000012,510000002709,
4.84318,,Segment,3,4,Image 1,1,1,100000012,510000002731,
3.61274,,Segment,3,4,Image 1,2,1,100000012,510000002740,
30.8225,,Segment,3,2,Image 1,2,1,100000012,510000002746,
22.0959,,Segment,3,3,Image 1,2,1,100000012,510000002752,
31.1342,,Segment,3,4,Image 1,2,1,100000012,510000002760,
36.6691,,Segment,3,5,Image 1,2,1,100000012,510000002776,
35.6411,,Segment,3,5,Image 1,3,1,100000012,510000002784,
36.4955,,Segment,3,4,Image 1,3,1,100000012,510000002791,
49.1311,,Segment,3,1,Image 1,1,1,100000012,510000002813,
48.6963,,Segment,3,2,Image 1,1,1,100000012,510000002820,
38.8126,,Segment,3,2,Image 1,2,1,100000012,510000002832,
29.2714,,Segment,3,3,Image 1,2,1,100000012,510000002836,
57.7476,,Segment,3,2,Image 1,1,1,100000012,510000002867,
28.6332,,Segment,3,3,Image 1,1,1,100000012,510000002869,
27.2195,,Segment,3,3,Image 1,2,1,100000012,510000002897,
46.8557,,Segment,3,2,Image 1,2,1,100000012,510000002921,
28.9388,,Segment,3,3,Image 1,2,1,100000012,510000002930,
17.2712,,Segment,3,3,Image 1,3,1,100000012,510000002947,
46.2358,,Segment,3,2,Image 1,2,1,100000012,510000002966,
25.6295,,Segment,3,3,Image 1,3,1,100000012,510000002982,
24.4199,,Segment,3,4,Image 1,3,1,100000012,510000002984,
25.1956,,Segment,3,4,Image 1,4,1,100000012,510000002999,
25.7073,,Segment,3,3,Image 1,2,1,100000012,510000003014,
27.664,,Segment,3,3,Image 1,3,1,100000012,510000003020,
29.5156,,Segment,3,3,Image 1,1,1,100000013,510000003039,
31.7529,,Segment,3,3,Image 1,2,1,100000013,510000003056,
19.7635,,Segment,3,4,Image 1,2,1,100000013,510000003061,
33.1773,,Segment,3,4,Image 1,3,1,100000013,510000003074,
31.8185,,Segment,3,3,Image 1,2,1,100000013,510000003081,
30.989,,Segment,3,4,Image 1,2,1,100000013,510000003083,
31.7001,,Segment,3,4,Image 1,3,1,100000013,510000003090,
11.5615,,Segment,3,5,Image 1,3,1,100000013,510000003093,
34.3632,,Segment,3,5,Image 1,4,1,100000013,510000003106,
25.4669,,Segment,3,4,Image 1,3,1,100000013,510000003111,
20.9978,,Segment,3,4,Image 1,4,1,100000013,510000003122,
42.0807,,Segment,3,1,Image 1,1,1,100000013,510000003143,
33.5679,,Segment,3,1,Image 1,1,1,100000013,510000003156,
24.6012,,Segment,3,2,Image 1,1,1,100000013,510000003160,
11.9149,,Segment,3,2,Image 1,2,1,100000013,510000003185,
25.4693,,Segment,3,3,Image 1,2,1,100000013,510000003188,
23.2125,,Segment,3,4,Image 1,2,1,100000013,510000003191,
25.0213,,Segment,3,4,Image 1,3,1,100000013,510000003206,
26.6832,,Segment,3,1,Image 1,1,1,100000013,510000003211,
29.332,,Segment,3,4,Image 1,1,1,100000013,510000003215,
31.4002,,Segment,3,4,Image 1,2,1,100000013,510000003235,
20.9809,,Segment,3,3,Image 1,2,1,100000013,510000003244,
15.3363,,Segment,3,2,Image 1,2,1,100000013,510000003251,
24.4129,,Segment,3,3,Image 1,2,1,100000013,510000003253,
31.9394,,Segment,3,3,Image 1,3,1,100000013,510000003269,
24.7969,,Segment,3,3,Image 1,3,1,100000013,510000003292,
27.3707,,Segment,3,2,Image 1,1,1,100000000,510000003309,
11.3893,,Segment,3,1,Image 1,1,1,100000000,510000003310,
30.3194,,Segment,3,2,Image 1,1,1,100000000,510000003311,
27.8741,,Segment,3,1,Image 1,1,1,100000001,510000003312,
26.2035,,Segment,3,2,Image 1,1,1,100000001,510000003313,
36.6244,,Segment,3,1,Image 1,1,1,100000002,510000003314,
28.7798,,Segment,3,1,Image 1,1,1,100000002,510000003315,
34.8969,,Segment,3,2,Image 1,1,1,100000002,510000003316,
36.0436,,Segment,3,0,Image 1,1,1,100000003,510000003317,
44.23,,Segment,3,1,Image 1,1,1,100000003,510000003318,
36.5902,,Segment,3,1,Image 1,2,1,100000003,510000003319,
20.7905,,Segment,3,2,Image 1,2,1,100000003,510000003320,
42.7845,,Segment,3,6,Image 1,4,1,100000003,510000003321,
51.764,,Segment,3,7,Image 1,4,1,100000003,510000003322,
45.3946,,Segment,3,7,Image 1,5,1,100000003,510000003323,
32.9299,,Segment,3,4,Image 1,5,1,100000003,510000003324,
23.8925,,Segment,3,0,Image 1,1,1,100000004,510000003325,
27.6917,,Segment,3,1,Image 1,2,1,100000004,510000003326,
43.8556,,Segment,3,0,Image 1,1,1,100000004,510000003327,
52.8692,,Segment,3,1,Image 1,1,1,100000005,510000003328,
26.1151,,Segment,3,1,Image 1,1,1,100000006,510000003329,
31.3845,,Segment,3,2,Image 1,2,1,100000006,510000003330,
21.5444,,Segment,3,1,Image 1,1,1,100000006,510000003331,
37.2426,,Segment,3,1,Image 1,1,1,100000007,510000003332,
33.9265,,Segment,3,1,Image 1,1,1,100000007,510000003333,
23.9545,,Segment,3,0,Image 1,1,1,100000008,510000003334,
26.8065,,Segment,3,1,Image 1,1,1,100000008,510000003335,
30.8014,,Segment,3,0,Image 1,1,1,100000009,510000003336,
20.4066,,Segment,3,2,Image 1,1,1,100000009,510000003337,
14.4621,,Segment,3,0,Image 1,1,1,100000010,510000003338,
14.5804,,Segment,3,0,Image 1,1,1,100000010,510000003339,
15.0606,,Segment,3,0,Image 1,1,1,100000011,510000003340,
18.5248,,Segment,3,1,Image 1,1,1,100000011,510000003341,
11.6871,,Segment,3,1,Image 1,2,1,100000011,510000003342,
24.4376,,Segment,3,2,Image 1,2,1,100000011,510000003343,
18.4934,,Segment,3,3,Image 1,2,1,100000011,510000003344,
10.6742,,Segment,3,1,Image 1,2,1,100000011,510000003345,
23.8571,,Segment,3,2,Image 1,2,1,100000011,510000003346,
23.0683,,Segment,3,0,Image 1,1,1,100000011,510000003347,
41.5179,,Segment,3,1,Image 1,1,1,100000012,510000003348,
36.1689,,Segment,3,1,Image 1,1,1,100000012,510000003349,
28.0608,,Segment,3,1,Image 1,1,1,100000013,510000003350,
35.9673,,Segment,3,2,Image 1,1,1,100000013,510000003351,
27.2317,,Segment,3,2,Image 1,2,1,100000013,510000003352,
34.4658,,Segment,3,3,Image 1,3,1,100000013,510000003353,
17.0906,,Segment,3,2,Image 1,1,1,100000013,510000003354,
25.329,,Segment,3,3,Image 1,1,1,100000013,510000003355,
