
Segment Length
 ==================== 
Segment Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
244.336,µm,Segment,1,1,1,100000011,510000002880,
79.0635,µm,Segment,3,3,1,100000011,510000002898,
209.365,µm,Segment,3,2,1,100000011,510000002902,
255.08,µm,Segment,3,2,1,100000011,510000002917,
146.469,µm,Segment,3,3,1,100000011,510000002938,
183.711,µm,Segment,3,2,1,100000011,510000002946,
64.8228,µm,Segment,1,1,1,100000012,510000002958,
103.312,µm,Segment,2,1,1,100000012,510000002963,
270.589,µm,Segment,3,1,1,100000012,510000002974,
123.614,µm,Segment,3,2,1,100000012,510000003000,
214.131,µm,Segment,2,1,1,100000012,510000003014,
254.125,µm,Segment,2,2,1,100000012,510000003040,
33.0677,µm,Segment,1,1,1,100000012,510000003065,
187.503,µm,Segment,2,1,1,100000012,510000003067,
224.003,µm,Segment,2,2,1,100000012,510000003086,
118.26,µm,Segment,2,2,1,100000012,510000003109,
37.0922,µm,Segment,2,1,1,100000012,510000003121,
54.9386,µm,Segment,3,1,1,100000012,510000003124,
137.671,µm,Segment,4,1,1,100000012,510000003130,
105.431,µm,Segment,4,2,1,100000012,510000003147,
175.843,µm,Segment,5,2,1,100000012,510000003157,
153.967,µm,Segment,5,3,1,100000012,510000003175,
88.4551,µm,Segment,5,2,1,100000012,510000003190,
291.791,µm,Segment,2,2,1,100000012,510000003198,
125.203,µm,Segment,2,2,1,100000012,510000003232,
224.374,µm,Segment,3,2,1,100000012,510000003243,
70.2659,µm,Segment,4,1,1,100000013,510000003271,
20.2456,µm,Segment,3,2,1,100000013,510000003294,
127.229,µm,Segment,4,2,1,100000013,510000003296,
175.458,µm,Segment,4,2,1,100000013,510000003319,
37.3466,µm,Segment,3,2,1,100000013,510000003334,
171.598,µm,Segment,4,2,1,100000013,510000003336,
157.701,µm,Segment,4,3,1,100000013,510000003352,
23.3767,µm,Segment,2,1,1,100000013,510000003369,
23.0409,µm,Segment,3,1,1,100000013,510000003372,
97.3322,µm,Segment,2,2,1,100000013,510000003375,
148.998,µm,Segment,2,2,1,100000013,510000003389,
41.008,µm,Segment,1,1,1,100000013,510000003402,
109.387,µm,Segment,2,1,1,100000013,510000003405,
153.293,µm,Segment,2,2,1,100000013,510000003429,
109.663,µm,Segment,3,3,1,100000013,510000003442,
107.513,µm,Segment,4,3,1,100000013,510000003451,
65.843,µm,Segment,3,2,1,100000013,510000003473,
98.5784,µm,Segment,1,1,1,100000014,510000003491,
64.6017,µm,Segment,4,1,1,100000014,510000003501,
103.966,µm,Segment,3,2,1,100000014,510000003507,
