
Segment Center Intensity Median Ch=3 Img=1
 ==================== 
Segment Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
153.562,,Segment,3,2,Image 1,1,1,100000011,510000003711,
95.0625,,Segment,3,1,Image 1,1,1,100000011,510000003712,
148.508,,Segment,3,2,Image 1,1,1,100000011,510000003713,
162.516,,Segment,3,2,Image 1,2,1,100000011,510000003714,
26.0156,,Segment,3,1,Image 1,1,1,100000012,510000003715,
41.5312,,Segment,3,1,Image 1,1,1,100000012,510000003716,
121.016,,Segment,3,5,Image 1,1,1,100000012,510000003717,
131,,Segment,3,1,Image 1,1,1,100000013,510000003718,
161.531,,Segment,3,2,Image 1,1,1,100000013,510000003719,
197.008,,Segment,3,3,Image 1,1,1,100000013,510000003720,
133.004,,Segment,3,2,Image 1,2,1,100000013,510000003721,
82,,Segment,3,1,Image 1,1,1,100000013,510000003722,
76.5312,,Segment,3,1,Image 1,1,1,100000014,510000003723,
116.031,,Segment,3,2,Image 1,1,1,100000014,510000003724,
150.516,,Segment,3,3,Image 1,1,1,100000014,510000003725,
120.031,,Segment,3,2,Image 1,1,1,100000014,510000003726,
154.531,,Segment,3,3,Image 1,1,1,100000014,510000003727,
