
Segment Intensity Max Ch=3 Img=1
 ==================== 
Segment Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
209,,Segment,3,3,Image 1,2,1,100000004,510000000703,
208,,Segment,3,1,Image 1,1,1,100000004,510000000705,
212,,Segment,3,2,Image 1,1,1,100000004,510000000720,
214,,Segment,3,3,Image 1,1,1,100000004,510000000723,
217,,Segment,3,4,Image 1,1,1,100000004,510000000727,
222,,Segment,3,4,Image 1,2,1,100000004,510000000730,
216,,Segment,3,3,Image 1,2,1,100000004,510000000733,
198,,Segment,3,2,Image 1,2,1,100000004,510000000740,
189,,Segment,3,3,Image 1,2,1,100000004,510000000743,
224,,Segment,3,4,Image 1,2,1,100000004,510000000745,
216,,Segment,3,2,Image 1,2,1,100000004,510000000751,
205,,Segment,3,3,Image 1,3,1,100000004,510000000756,
212,,Segment,3,2,Image 1,2,1,100000004,510000000766,
211,,Segment,3,2,Image 1,2,1,100000004,510000000771,
217,,Segment,3,3,Image 1,2,1,100000004,510000000784,
210,,Segment,3,2,Image 1,1,1,100000005,510000000789,
226,,Segment,3,2,Image 1,2,1,100000005,510000000803,
218,,Segment,3,2,Image 1,2,1,100000005,510000000827,
201,,Segment,3,2,Image 1,2,1,100000005,510000000841,
226,,Segment,3,2,Image 1,2,1,100000005,510000000846,
200,,Segment,3,2,Image 1,1,1,100000005,510000000866,
215,,Segment,3,3,Image 1,1,1,100000005,510000000869,
216,,Segment,3,2,Image 1,2,1,100000005,510000000880,
219,,Segment,3,3,Image 1,2,1,100000005,510000000897,
161,,Segment,3,2,Image 1,1,1,100000005,510000000911,
215,,Segment,3,3,Image 1,1,1,100000005,510000000913,
77,,Segment,3,3,Image 1,2,1,100000005,510000000942,
182,,Segment,3,4,Image 1,2,1,100000005,510000000947,
195,,Segment,3,4,Image 1,3,1,100000005,510000000964,
228,,Segment,3,3,Image 1,1,1,100000006,510000000982,
223,,Segment,3,2,Image 1,2,1,100000006,510000001003,
227,,Segment,3,1,Image 1,1,1,100000006,510000001027,
211,,Segment,3,3,Image 1,2,1,100000006,510000001041,
213,,Segment,3,3,Image 1,2,1,100000006,510000001060,
210,,Segment,3,1,Image 1,1,1,100000006,510000001090,
180,,Segment,3,2,Image 1,1,1,100000007,510000001100,
195,,Segment,3,3,Image 1,1,1,100000007,510000001103,
215,,Segment,3,4,Image 1,1,1,100000007,510000001107,
212,,Segment,3,5,Image 1,1,1,100000007,510000001119,
213,,Segment,3,5,Image 1,2,1,100000007,510000001123,
198,,Segment,3,3,Image 1,2,1,100000007,510000001133,
209,,Segment,3,4,Image 1,2,1,100000007,510000001136,
215,,Segment,3,4,Image 1,3,1,100000007,510000001147,
218,,Segment,3,3,Image 1,1,1,100000007,510000001157,
212,,Segment,3,3,Image 1,2,1,100000007,510000001178,
199,,Segment,3,4,Image 1,2,1,100000007,510000001191,
224,,Segment,3,4,Image 1,3,1,100000007,510000001202,
206,,Segment,3,2,Image 1,2,1,100000007,510000001210,
202,,Segment,3,1,Image 1,1,1,100000007,510000001236,
203,,Segment,3,2,Image 1,1,1,100000007,510000001238,
203,,Segment,3,2,Image 1,2,1,100000007,510000001254,
220,,Segment,3,2,Image 1,2,1,100000007,510000001270,
218,,Segment,3,4,Image 1,2,1,100000007,510000001294,
213,,Segment,3,1,Image 1,1,1,100000008,510000001301,
221,,Segment,3,1,Image 1,1,1,100000008,510000001322,
211,,Segment,3,1,Image 1,1,1,100000008,510000001349,
219,,Segment,3,1,Image 1,1,1,100000008,510000001360,
182,,Segment,3,1,Image 1,1,1,100000008,510000001373,
192,,Segment,3,2,Image 1,1,1,100000008,510000001375,
188,,Segment,3,3,Image 1,1,1,100000008,510000001384,
167,,Segment,3,3,Image 1,2,1,100000008,510000001387,
202,,Segment,3,4,Image 1,2,1,100000008,510000001391,
208,,Segment,3,4,Image 1,3,1,100000008,510000001408,
184,,Segment,3,2,Image 1,2,1,100000008,510000001424,
198,,Segment,3,2,Image 1,1,1,100000009,510000001441,
221,,Segment,3,2,Image 1,2,1,100000009,510000001449,
215,,Segment,3,1,Image 1,1,1,100000009,510000001468,
145,,Segment,3,1,Image 1,1,1,100000009,510000001489,
169,,Segment,3,2,Image 1,2,1,100000009,510000001491,
219,,Segment,3,3,Image 1,1,1,100000009,510000001494,
214,,Segment,3,3,Image 1,2,1,100000009,510000001510,
222,,Segment,3,1,Image 1,1,1,100000009,510000001514,
200,,Segment,3,1,Image 1,1,1,100000009,510000001533,
205,,Segment,3,1,Image 1,1,1,100000010,510000001537,
231,,Segment,3,2,Image 1,1,1,100000010,510000001541,
217,,Segment,3,2,Image 1,2,1,100000010,510000001558,
218,,Segment,3,2,Image 1,1,1,100000010,510000001575,
223,,Segment,3,2,Image 1,2,1,100000010,510000001584,
214,,Segment,3,2,Image 1,2,1,100000010,510000001609,
217,,Segment,3,1,Image 1,1,1,100000010,510000001626,
206,,Segment,3,2,Image 1,1,1,100000010,510000001636,
213,,Segment,3,2,Image 1,2,1,100000010,510000001640,
205,,Segment,3,3,Image 1,2,1,100000010,510000001649,
215,,Segment,3,3,Image 1,3,1,100000010,510000001652,
202,,Segment,3,2,Image 1,1,1,100000010,510000001659,
202,,Segment,3,3,Image 1,1,1,100000010,510000001662,
200,,Segment,3,3,Image 1,2,1,100000010,510000001672,
216,,Segment,3,2,Image 1,1,1,100000011,510000001682,
214,,Segment,3,2,Image 1,2,1,100000011,510000001692,
235,,Segment,3,3,Image 1,3,1,100000011,510000001695,
216,,Segment,3,2,Image 1,1,1,100000011,510000001716,
218,,Segment,3,3,Image 1,2,1,100000011,510000001718,
220,,Segment,3,3,Image 1,1,1,100000011,510000001719,
219,,Segment,3,1,Image 1,1,1,100000011,510000001726,
155,,Segment,3,1,Image 1,1,1,100000000,510000001736,
155,,Segment,3,1,Image 1,1,1,100000000,510000001737,
98,,Segment,3,1,Image 1,1,1,100000001,510000001738,
158,,Segment,3,1,Image 1,1,1,100000002,510000001739,
158,,Segment,3,2,Image 1,1,1,100000002,510000001740,
150,,Segment,3,1,Image 1,1,1,100000002,510000001741,
206,,Segment,3,2,Image 1,1,1,100000002,510000001742,
209,,Segment,3,3,Image 1,1,1,100000002,510000001743,
188,,Segment,3,0,Image 1,1,1,100000003,510000001744,
183,,Segment,3,1,Image 1,2,1,100000003,510000001745,
188,,Segment,3,0,Image 1,1,1,100000003,510000001746,
205,,Segment,3,1,Image 1,1,1,100000004,510000001747,
201,,Segment,3,1,Image 1,1,1,100000004,510000001748,
212,,Segment,3,4,Image 1,3,1,100000004,510000001749,
163,,Segment,3,1,Image 1,1,1,100000005,510000001750,
161,,Segment,3,1,Image 1,1,1,100000005,510000001751,
140,,Segment,3,1,Image 1,1,1,100000005,510000001752,
188,,Segment,3,1,Image 1,1,1,100000006,510000001753,
197,,Segment,3,2,Image 1,1,1,100000006,510000001754,
202,,Segment,3,1,Image 1,1,1,100000007,510000001755,
202,,Segment,3,1,Image 1,1,1,100000007,510000001756,
207,,Segment,3,2,Image 1,1,1,100000007,510000001757,
140,,Segment,3,1,Image 1,1,1,100000009,510000001758,
170,,Segment,3,2,Image 1,1,1,100000009,510000001759,
199,,Segment,3,1,Image 1,1,1,100000010,510000001760,
201,,Segment,3,1,Image 1,1,1,100000010,510000001761,
219,,Segment,3,1,Image 1,1,1,100000011,510000001762,
215,,Segment,3,3,Image 1,2,1,100000011,510000001763,
219,,Segment,3,1,Image 1,1,1,100000011,510000001764,
216,,Segment,3,2,Image 1,2,1,100000011,510000001765,
