
Segment Center Intensity Max Ch=2 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
194,,Segment,2,1,Image 1,2,1,100000003,510000000668,
184,,Segment,2,2,Image 1,2,1,100000003,510000000672,
155,,Segment,2,1,Image 1,1,1,100000004,510000000678,
178,,Segment,2,2,Image 1,1,1,100000004,510000000680,
190,,Segment,2,2,Image 1,1,1,100000004,510000000686,
193,,Segment,2,3,Image 1,1,1,100000004,510000000700,
184,,Segment,2,3,Image 1,2,1,100000004,510000000703,
188,,Segment,2,1,Image 1,1,1,100000004,510000000705,
174,,Segment,2,2,Image 1,1,1,100000004,510000000720,
183,,Segment,2,3,Image 1,1,1,100000004,510000000723,
200,,Segment,2,4,Image 1,1,1,100000004,510000000727,
172,,Segment,2,4,Image 1,2,1,100000004,510000000730,
197,,Segment,2,3,Image 1,2,1,100000004,510000000733,
147,,Segment,2,2,Image 1,2,1,100000004,510000000740,
134,,Segment,2,3,Image 1,2,1,100000004,510000000743,
192,,Segment,2,4,Image 1,2,1,100000004,510000000745,
172,,Segment,2,2,Image 1,2,1,100000004,510000000751,
186,,Segment,2,3,Image 1,3,1,100000004,510000000756,
187,,Segment,2,2,Image 1,2,1,100000004,510000000766,
193,,Segment,2,2,Image 1,2,1,100000004,510000000771,
174,,Segment,2,3,Image 1,2,1,100000004,510000000784,
142,,Segment,2,2,Image 1,1,1,100000005,510000000789,
194,,Segment,2,2,Image 1,2,1,100000005,510000000803,
210,,Segment,2,2,Image 1,2,1,100000005,510000000827,
144,,Segment,2,2,Image 1,2,1,100000005,510000000841,
203,,Segment,2,2,Image 1,2,1,100000005,510000000846,
116,,Segment,2,2,Image 1,1,1,100000005,510000000866,
194,,Segment,2,3,Image 1,1,1,100000005,510000000869,
195,,Segment,2,2,Image 1,2,1,100000005,510000000880,
200,,Segment,2,3,Image 1,2,1,100000005,510000000897,
84,,Segment,2,2,Image 1,1,1,100000005,510000000911,
187,,Segment,2,3,Image 1,1,1,100000005,510000000913,
53,,Segment,2,3,Image 1,2,1,100000005,510000000942,
173,,Segment,2,4,Image 1,2,1,100000005,510000000947,
186,,Segment,2,4,Image 1,3,1,100000005,510000000964,
212,,Segment,2,3,Image 1,1,1,100000006,510000000982,
202,,Segment,2,2,Image 1,2,1,100000006,510000001003,
202,,Segment,2,1,Image 1,1,1,100000006,510000001027,
204,,Segment,2,3,Image 1,2,1,100000006,510000001041,
190,,Segment,2,3,Image 1,2,1,100000006,510000001060,
200,,Segment,2,1,Image 1,1,1,100000006,510000001090,
86,,Segment,2,2,Image 1,1,1,100000007,510000001100,
141,,Segment,2,3,Image 1,1,1,100000007,510000001103,
199,,Segment,2,4,Image 1,1,1,100000007,510000001107,
196,,Segment,2,5,Image 1,1,1,100000007,510000001119,
193,,Segment,2,5,Image 1,2,1,100000007,510000001123,
169,,Segment,2,3,Image 1,2,1,100000007,510000001133,
196,,Segment,2,4,Image 1,2,1,100000007,510000001136,
201,,Segment,2,4,Image 1,3,1,100000007,510000001147,
200,,Segment,2,3,Image 1,1,1,100000007,510000001157,
191,,Segment,2,3,Image 1,2,1,100000007,510000001178,
187,,Segment,2,4,Image 1,2,1,100000007,510000001191,
202,,Segment,2,4,Image 1,3,1,100000007,510000001202,
196,,Segment,2,2,Image 1,2,1,100000007,510000001210,
101,,Segment,2,1,Image 1,1,1,100000007,510000001236,
172,,Segment,2,2,Image 1,1,1,100000007,510000001238,
188,,Segment,2,2,Image 1,2,1,100000007,510000001254,
204,,Segment,2,2,Image 1,2,1,100000007,510000001270,
180,,Segment,2,4,Image 1,2,1,100000007,510000001294,
178,,Segment,2,1,Image 1,1,1,100000008,510000001301,
199,,Segment,2,1,Image 1,1,1,100000008,510000001322,
193,,Segment,2,1,Image 1,1,1,100000008,510000001349,
189,,Segment,2,1,Image 1,1,1,100000008,510000001360,
125,,Segment,2,1,Image 1,1,1,100000008,510000001373,
174,,Segment,2,2,Image 1,1,1,100000008,510000001375,
157,,Segment,2,3,Image 1,1,1,100000008,510000001384,
150,,Segment,2,3,Image 1,2,1,100000008,510000001387,
171,,Segment,2,4,Image 1,2,1,100000008,510000001391,
181,,Segment,2,4,Image 1,3,1,100000008,510000001408,
165,,Segment,2,2,Image 1,2,1,100000008,510000001424,
180,,Segment,2,2,Image 1,1,1,100000009,510000001441,
188,,Segment,2,2,Image 1,2,1,100000009,510000001449,
199,,Segment,2,1,Image 1,1,1,100000009,510000001468,
110,,Segment,2,1,Image 1,1,1,100000009,510000001489,
131,,Segment,2,2,Image 1,2,1,100000009,510000001491,
202,,Segment,2,3,Image 1,1,1,100000009,510000001494,
185,,Segment,2,3,Image 1,2,1,100000009,510000001510,
191,,Segment,2,1,Image 1,1,1,100000009,510000001514,
171,,Segment,2,1,Image 1,1,1,100000009,510000001533,
166,,Segment,2,1,Image 1,1,1,100000010,510000001537,
188,,Segment,2,2,Image 1,1,1,100000010,510000001541,
202,,Segment,2,2,Image 1,2,1,100000010,510000001558,
183,,Segment,2,2,Image 1,1,1,100000010,510000001575,
195,,Segment,2,2,Image 1,2,1,100000010,510000001584,
157,,Segment,2,2,Image 1,2,1,100000010,510000001609,
194,,Segment,2,1,Image 1,1,1,100000010,510000001626,
166,,Segment,2,2,Image 1,1,1,100000010,510000001636,
186,,Segment,2,2,Image 1,2,1,100000010,510000001640,
175,,Segment,2,3,Image 1,2,1,100000010,510000001649,
183,,Segment,2,3,Image 1,3,1,100000010,510000001652,
148,,Segment,2,2,Image 1,1,1,100000010,510000001659,
173,,Segment,2,3,Image 1,1,1,100000010,510000001662,
169,,Segment,2,3,Image 1,2,1,100000010,510000001672,
198,,Segment,2,2,Image 1,1,1,100000011,510000001682,
161,,Segment,2,2,Image 1,2,1,100000011,510000001692,
193,,Segment,2,3,Image 1,3,1,100000011,510000001695,
196,,Segment,2,2,Image 1,1,1,100000011,510000001716,
196,,Segment,2,3,Image 1,2,1,100000011,510000001718,
196,,Segment,2,3,Image 1,1,1,100000011,510000001719,
194,,Segment,2,1,Image 1,1,1,100000011,510000001726,
82,,Segment,2,1,Image 1,1,1,100000000,510000001736,
63,,Segment,2,1,Image 1,1,1,100000000,510000001737,
62,,Segment,2,1,Image 1,1,1,100000001,510000001738,
88,,Segment,2,1,Image 1,1,1,100000002,510000001739,
103,,Segment,2,2,Image 1,1,1,100000002,510000001740,
101,,Segment,2,1,Image 1,1,1,100000002,510000001741,
124,,Segment,2,2,Image 1,1,1,100000002,510000001742,
150,,Segment,2,3,Image 1,1,1,100000002,510000001743,
30,,Segment,2,0,Image 1,1,1,100000003,510000001744,
69,,Segment,2,1,Image 1,2,1,100000003,510000001745,
96,,Segment,2,0,Image 1,1,1,100000003,510000001746,
155,,Segment,2,1,Image 1,1,1,100000004,510000001747,
109,,Segment,2,1,Image 1,1,1,100000004,510000001748,
137,,Segment,2,4,Image 1,3,1,100000004,510000001749,
75,,Segment,2,1,Image 1,1,1,100000005,510000001750,
84,,Segment,2,1,Image 1,1,1,100000005,510000001751,
28,,Segment,2,1,Image 1,1,1,100000005,510000001752,
75,,Segment,2,1,Image 1,1,1,100000006,510000001753,
152,,Segment,2,2,Image 1,1,1,100000006,510000001754,
76,,Segment,2,1,Image 1,1,1,100000007,510000001755,
146,,Segment,2,1,Image 1,1,1,100000007,510000001756,
163,,Segment,2,2,Image 1,1,1,100000007,510000001757,
95,,Segment,2,1,Image 1,1,1,100000009,510000001758,
118,,Segment,2,2,Image 1,1,1,100000009,510000001759,
22,,Segment,2,1,Image 1,1,1,100000010,510000001760,
148,,Segment,2,1,Image 1,1,1,100000010,510000001761,
132,,Segment,2,1,Image 1,1,1,100000011,510000001762,
187,,Segment,2,3,Image 1,2,1,100000011,510000001763,
48,,Segment,2,1,Image 1,1,1,100000011,510000001764,
166,,Segment,2,2,Image 1,2,1,100000011,510000001765,
