
Pt Distance from Origin
 ==================== 
Pt Distance from Origin,Unit,Category,Collection,Depth,Time,Type,FilamentID,ID,
110313,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000009,800000246,
110342,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000009,800000247,
110313,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000009,800000248,
110280,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000009,800000249,
110311,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000009,800000250,
110318,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000009,800000251,
109681,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000010,800000252,
109784,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000010,800000253,
109696,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000010,800000254,
109817,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000010,800000255,
109689,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000010,800000256,
109762,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000010,800000257,
109703,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000010,800000258,
109792,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000010,800000259,
109687,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000010,800000260,
109636,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000010,800000261,
109669,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000010,800000262,
109733,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000010,800000263,
109655,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000010,800000264,
109656,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000010,800000265,
109634,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000010,800000266,
109644,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000010,800000267,
109653,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000010,800000268,
109680,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000010,800000269,
109757,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000010,800000270,
109714,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000010,800000271,
109751,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000010,800000272,
109601,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000010,800000273,
109644,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000010,800000274,
109570,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000010,800000275,
109626,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000010,800000276,
109591,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000010,800000277,
109596,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000010,800000278,
109612,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000010,800000279,
109564,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000010,800000280,
109579,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000010,800000281,
109580,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000010,800000282,
109622,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000010,800000283,
109614,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000010,800000284,
109640,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000010,800000285,
109561,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000010,800000286,
109664,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000010,800000287,
109709,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000010,800000288,
109641,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000010,800000289,
109616,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000010,800000290,
109793,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000011,800000291,
109850,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000011,800000292,
109799,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000011,800000293,
109888,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000011,800000294,
109796,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000011,800000295,
109870,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000011,800000296,
109804,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000011,800000297,
109830,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000011,800000298,
109799,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000011,800000299,
109797,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000011,800000300,
109799,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000011,800000301,
109786,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000011,800000302,
109748,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000011,800000303,
109746,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000011,800000304,
109782,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000011,800000305,
109788,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000011,800000306,
109788,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000011,800000307,
109759,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000011,800000308,
