
Segment Intensity Median Ch=2 Img=1
 ==================== 
Segment Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
158.125,,Segment,2,1,Image 1,1,1,100000004,510000001175,
152.125,,Segment,2,2,Image 1,2,1,100000004,510000001196,
159.125,,Segment,2,3,Image 1,2,1,100000004,510000001204,
171.125,,Segment,2,3,Image 1,3,1,100000004,510000001211,
157.125,,Segment,2,1,Image 1,2,1,100000004,510000001218,
153.062,,Segment,2,1,Image 1,1,1,100000004,510000001242,
155.125,,Segment,2,2,Image 1,1,1,100000004,510000001244,
148.125,,Segment,2,2,Image 1,3,1,100000004,510000001259,
62.125,,Segment,2,2,Image 1,3,1,100000004,510000001270,
152.125,,Segment,2,3,Image 1,3,1,100000004,510000001272,
160.125,,Segment,2,4,Image 1,3,1,100000004,510000001275,
159.125,,Segment,2,4,Image 1,4,1,100000004,510000001293,
164.125,,Segment,2,2,Image 1,2,1,100000004,510000001302,
152.125,,Segment,2,3,Image 1,4,1,100000004,510000001319,
190.125,,Segment,2,1,Image 1,1,1,100000005,510000001337,
150.125,,Segment,2,1,Image 1,1,1,100000005,510000001375,
169.125,,Segment,2,2,Image 1,1,1,100000005,510000001403,
121.125,,Segment,2,1,Image 1,1,1,100000005,510000001419,
113.125,,Segment,2,1,Image 1,1,1,100000005,510000001434,
57.125,,Segment,2,1,Image 1,1,1,100000005,510000001466,
147.125,,Segment,2,2,Image 1,1,1,100000005,510000001468,
170.125,,Segment,2,3,Image 1,1,1,100000005,510000001470,
154.125,,Segment,2,2,Image 1,2,1,100000005,510000001515,
172.125,,Segment,2,3,Image 1,2,1,100000005,510000001517,
178.125,,Segment,2,3,Image 1,3,1,100000005,510000001545,
182.125,,Segment,2,3,Image 1,2,1,100000005,510000001563,
169.125,,Segment,2,2,Image 1,2,1,100000005,510000001589,
162.125,,Segment,2,3,Image 1,2,1,100000005,510000001599,
178.125,,Segment,2,3,Image 1,3,1,100000005,510000001611,
166.125,,Segment,2,2,Image 1,1,1,100000006,510000001633,
167.125,,Segment,2,2,Image 1,2,1,100000006,510000001648,
164.125,,Segment,2,2,Image 1,2,1,100000006,510000001680,
143.125,,Segment,2,2,Image 1,1,1,100000006,510000001689,
150.125,,Segment,2,3,Image 1,1,1,100000006,510000001692,
126.062,,Segment,2,2,Image 1,2,1,100000006,510000001734,
166.125,,Segment,2,3,Image 1,2,1,100000006,510000001744,
161.125,,Segment,2,3,Image 1,3,1,100000006,510000001753,
125.125,,Segment,2,1,Image 1,1,1,100000006,510000001759,
180.125,,Segment,2,3,Image 1,2,1,100000006,510000001769,
163.125,,Segment,2,3,Image 1,2,1,100000006,510000001778,
140.125,,Segment,2,3,Image 1,3,1,100000006,510000001796,
140.125,,Segment,2,2,Image 1,1,1,100000007,510000001816,
150.125,,Segment,2,3,Image 1,1,1,100000007,510000001818,
99.125,,Segment,2,1,Image 1,1,1,100000007,510000001834,
121.125,,Segment,2,2,Image 1,2,1,100000007,510000001847,
156.125,,Segment,2,3,Image 1,2,1,100000007,510000001850,
140.125,,Segment,2,2,Image 1,1,1,100000007,510000001866,
66.125,,Segment,2,1,Image 1,1,1,100000007,510000001885,
162.062,,Segment,2,2,Image 1,1,1,100000007,510000001892,
165.125,,Segment,2,2,Image 1,2,1,100000007,510000001903,
141.125,,Segment,2,2,Image 1,2,1,100000007,510000001915,
74.125,,Segment,2,1,Image 1,1,1,100000007,510000001923,
107.125,,Segment,2,1,Image 1,1,1,100000007,510000001931,
139.062,,Segment,2,3,Image 1,3,1,100000007,510000001949,
161.125,,Segment,2,3,Image 1,2,1,100000007,510000001953,
83.125,,Segment,2,0,Image 1,1,1,100000008,510000001968,
66.125,,Segment,2,2,Image 1,1,1,100000008,510000001975,
101.125,,Segment,2,3,Image 1,1,1,100000008,510000001977,
176.125,,Segment,2,4,Image 1,1,1,100000008,510000001980,
125.125,,Segment,2,1,Image 1,2,1,100000008,510000001997,
165.125,,Segment,2,4,Image 1,2,1,100000008,510000002005,
139.125,,Segment,2,2,Image 1,2,1,100000008,510000002022,
72.125,,Segment,2,1,Image 1,2,1,100000008,510000002027,
140.062,,Segment,2,2,Image 1,2,1,100000008,510000002031,
67.125,,Segment,2,2,Image 1,2,1,100000008,510000002036,
173.125,,Segment,2,3,Image 1,2,1,100000008,510000002040,
186.125,,Segment,2,3,Image 1,3,1,100000008,510000002045,
154.125,,Segment,2,3,Image 1,2,1,100000008,510000002056,
168.125,,Segment,2,2,Image 1,2,1,100000008,510000002076,
148.125,,Segment,2,2,Image 1,3,1,100000008,510000002093,
151.125,,Segment,2,1,Image 1,2,1,100000009,510000002102,
168.125,,Segment,2,1,Image 1,2,1,100000009,510000002111,
70.125,,Segment,2,1,Image 1,1,1,100000009,510000002126,
172.125,,Segment,2,3,Image 1,1,1,100000009,510000002129,
177.125,,Segment,2,3,Image 1,2,1,100000009,510000002143,
149.125,,Segment,2,2,Image 1,2,1,100000009,510000002148,
173.062,,Segment,2,3,Image 1,2,1,100000009,510000002151,
167.125,,Segment,2,2,Image 1,2,1,100000009,510000002156,
186.125,,Segment,2,3,Image 1,3,1,100000009,510000002165,
169.125,,Segment,2,1,Image 1,2,1,100000009,510000002171,
169.125,,Segment,2,2,Image 1,2,1,100000009,510000002176,
183.125,,Segment,2,2,Image 1,3,1,100000009,510000002180,
111.031,,Segment,2,1,Image 1,1,1,100000010,510000002194,
123.031,,Segment,2,2,Image 1,1,1,100000010,510000002196,
171.125,,Segment,2,3,Image 1,1,1,100000010,510000002202,
112.062,,Segment,2,2,Image 1,2,1,100000010,510000002218,
159.125,,Segment,2,3,Image 1,2,1,100000010,510000002226,
102.031,,Segment,2,1,Image 1,2,1,100000010,510000002246,
138.062,,Segment,2,2,Image 1,3,1,100000010,510000002248,
175.125,,Segment,2,3,Image 1,3,1,100000010,510000002263,
93.0312,,Segment,2,2,Image 1,2,1,100000010,510000002278,
143.125,,Segment,2,3,Image 1,2,1,100000010,510000002281,
178.062,,Segment,2,4,Image 1,2,1,100000010,510000002290,
155.125,,Segment,2,3,Image 1,3,1,100000010,510000002302,
186.125,,Segment,2,4,Image 1,3,1,100000010,510000002331,
118.125,,Segment,2,1,Image 1,1,1,100000010,510000002342,
152.062,,Segment,2,2,Image 1,1,1,100000010,510000002358,
164.062,,Segment,2,3,Image 1,1,1,100000010,510000002363,
190.125,,Segment,2,3,Image 1,2,1,100000010,510000002365,
159.062,,Segment,2,1,Image 1,2,1,100000010,510000002368,
144.125,,Segment,2,3,Image 1,2,1,100000010,510000002382,
110.031,,Segment,2,1,Image 1,2,1,100000010,510000002396,
166.062,,Segment,2,2,Image 1,2,1,100000010,510000002399,
113.031,,Segment,2,2,Image 1,3,1,100000010,510000002407,
126.062,,Segment,2,3,Image 1,3,1,100000010,510000002412,
162.125,,Segment,2,4,Image 1,3,1,100000010,510000002417,
133.125,,Segment,2,4,Image 1,4,1,100000010,510000002428,
91.0625,,Segment,2,1,Image 1,2,1,100000010,510000002431,
124.062,,Segment,2,2,Image 1,2,1,100000010,510000002441,
136.031,,Segment,2,3,Image 1,2,1,100000010,510000002444,
136.125,,Segment,2,4,Image 1,2,1,100000010,510000002447,
133.031,,Segment,2,4,Image 1,3,1,100000010,510000002454,
150.125,,Segment,2,5,Image 1,3,1,100000010,510000002456,
134.125,,Segment,2,5,Image 1,4,1,100000010,510000002459,
143.125,,Segment,2,3,Image 1,3,1,100000010,510000002461,
156.125,,Segment,2,2,Image 1,3,1,100000010,510000002466,
161.125,,Segment,2,2,Image 1,2,1,100000010,510000002479,
157.125,,Segment,2,3,Image 1,4,1,100000010,510000002488,
92.625,,Segment,2,2,Image 1,1,1,100000011,510000002505,
164.125,,Segment,2,3,Image 1,1,1,100000011,510000002515,
130.125,,Segment,2,2,Image 1,2,1,100000011,510000002528,
83.125,,Segment,2,2,Image 1,3,1,100000011,510000002550,
155.125,,Segment,2,4,Image 1,2,1,100000011,510000002565,
135.125,,Segment,2,4,Image 1,3,1,100000011,510000002578,
95.125,,Segment,2,3,Image 1,3,1,100000011,510000002584,
147.125,,Segment,2,2,Image 1,3,1,100000011,510000002606,
148.125,,Segment,2,1,Image 1,1,1,100000011,510000002630,
151.125,,Segment,2,1,Image 1,2,1,100000011,510000002643,
91.125,,Segment,2,3,Image 1,2,1,100000011,510000002661,
186.125,,Segment,2,3,Image 1,3,1,100000011,510000002664,
152.125,,Segment,2,3,Image 1,2,1,100000011,510000002675,
162.125,,Segment,2,2,Image 1,1,1,100000012,510000002702,
163.125,,Segment,2,3,Image 1,1,1,100000012,510000002709,
185.016,,Segment,2,4,Image 1,1,1,100000012,510000002731,
184.016,,Segment,2,4,Image 1,2,1,100000012,510000002740,
144.125,,Segment,2,2,Image 1,2,1,100000012,510000002746,
144.125,,Segment,2,3,Image 1,2,1,100000012,510000002752,
156.125,,Segment,2,4,Image 1,2,1,100000012,510000002760,
166.125,,Segment,2,5,Image 1,2,1,100000012,510000002776,
184.125,,Segment,2,5,Image 1,3,1,100000012,510000002784,
160.125,,Segment,2,4,Image 1,3,1,100000012,510000002791,
148.125,,Segment,2,1,Image 1,1,1,100000012,510000002813,
165.125,,Segment,2,2,Image 1,1,1,100000012,510000002820,
124.125,,Segment,2,2,Image 1,2,1,100000012,510000002832,
161.125,,Segment,2,3,Image 1,2,1,100000012,510000002836,
131.125,,Segment,2,2,Image 1,1,1,100000012,510000002867,
168.125,,Segment,2,3,Image 1,1,1,100000012,510000002869,
182.125,,Segment,2,3,Image 1,2,1,100000012,510000002897,
149.125,,Segment,2,2,Image 1,2,1,100000012,510000002921,
156.125,,Segment,2,3,Image 1,2,1,100000012,510000002930,
179.125,,Segment,2,3,Image 1,3,1,100000012,510000002947,
165.125,,Segment,2,2,Image 1,2,1,100000012,510000002966,
137.125,,Segment,2,3,Image 1,3,1,100000012,510000002982,
170.125,,Segment,2,4,Image 1,3,1,100000012,510000002984,
174.125,,Segment,2,4,Image 1,4,1,100000012,510000002999,
162.125,,Segment,2,3,Image 1,2,1,100000012,510000003014,
157.125,,Segment,2,3,Image 1,3,1,100000012,510000003020,
125.125,,Segment,2,3,Image 1,1,1,100000013,510000003039,
118.125,,Segment,2,3,Image 1,2,1,100000013,510000003056,
177.125,,Segment,2,4,Image 1,2,1,100000013,510000003061,
178.125,,Segment,2,4,Image 1,3,1,100000013,510000003074,
69.125,,Segment,2,3,Image 1,2,1,100000013,510000003081,
162.125,,Segment,2,4,Image 1,2,1,100000013,510000003083,
130.125,,Segment,2,4,Image 1,3,1,100000013,510000003090,
165.062,,Segment,2,5,Image 1,3,1,100000013,510000003093,
151.125,,Segment,2,5,Image 1,4,1,100000013,510000003106,
177.125,,Segment,2,4,Image 1,3,1,100000013,510000003111,
170.125,,Segment,2,4,Image 1,4,1,100000013,510000003122,
107.125,,Segment,2,1,Image 1,1,1,100000013,510000003143,
98.125,,Segment,2,1,Image 1,1,1,100000013,510000003156,
160.125,,Segment,2,2,Image 1,1,1,100000013,510000003160,
148.062,,Segment,2,2,Image 1,2,1,100000013,510000003185,
145.125,,Segment,2,3,Image 1,2,1,100000013,510000003188,
166.125,,Segment,2,4,Image 1,2,1,100000013,510000003191,
167.125,,Segment,2,4,Image 1,3,1,100000013,510000003206,
88.125,,Segment,2,1,Image 1,1,1,100000013,510000003211,
154.125,,Segment,2,4,Image 1,1,1,100000013,510000003215,
152.125,,Segment,2,4,Image 1,2,1,100000013,510000003235,
133.125,,Segment,2,3,Image 1,2,1,100000013,510000003244,
112.062,,Segment,2,2,Image 1,2,1,100000013,510000003251,
153.062,,Segment,2,3,Image 1,2,1,100000013,510000003253,
174.125,,Segment,2,3,Image 1,3,1,100000013,510000003269,
155.125,,Segment,2,3,Image 1,3,1,100000013,510000003292,
83.125,,Segment,2,2,Image 1,1,1,100000000,510000003309,
27.0625,,Segment,2,1,Image 1,1,1,100000000,510000003310,
45.125,,Segment,2,2,Image 1,1,1,100000000,510000003311,
32.125,,Segment,2,1,Image 1,1,1,100000001,510000003312,
119.125,,Segment,2,2,Image 1,1,1,100000001,510000003313,
56.125,,Segment,2,1,Image 1,1,1,100000002,510000003314,
47.125,,Segment,2,1,Image 1,1,1,100000002,510000003315,
160.125,,Segment,2,2,Image 1,1,1,100000002,510000003316,
44.125,,Segment,2,0,Image 1,1,1,100000003,510000003317,
117.125,,Segment,2,1,Image 1,1,1,100000003,510000003318,
44.125,,Segment,2,1,Image 1,2,1,100000003,510000003319,
36.125,,Segment,2,2,Image 1,2,1,100000003,510000003320,
38.125,,Segment,2,6,Image 1,4,1,100000003,510000003321,
51.125,,Segment,2,7,Image 1,4,1,100000003,510000003322,
56.125,,Segment,2,7,Image 1,5,1,100000003,510000003323,
163.125,,Segment,2,4,Image 1,5,1,100000003,510000003324,
46.125,,Segment,2,0,Image 1,1,1,100000004,510000003325,
46.125,,Segment,2,1,Image 1,2,1,100000004,510000003326,
69.125,,Segment,2,0,Image 1,1,1,100000004,510000003327,
52.125,,Segment,2,1,Image 1,1,1,100000005,510000003328,
86.125,,Segment,2,1,Image 1,1,1,100000006,510000003329,
115.125,,Segment,2,2,Image 1,2,1,100000006,510000003330,
87.125,,Segment,2,1,Image 1,1,1,100000006,510000003331,
58.125,,Segment,2,1,Image 1,1,1,100000007,510000003332,
46.125,,Segment,2,1,Image 1,1,1,100000007,510000003333,
29.125,,Segment,2,0,Image 1,1,1,100000008,510000003334,
38.125,,Segment,2,1,Image 1,1,1,100000008,510000003335,
67.125,,Segment,2,0,Image 1,1,1,100000009,510000003336,
99.125,,Segment,2,2,Image 1,1,1,100000009,510000003337,
94.0625,,Segment,2,0,Image 1,1,1,100000010,510000003338,
94.0625,,Segment,2,0,Image 1,1,1,100000010,510000003339,
29.0625,,Segment,2,0,Image 1,1,1,100000011,510000003340,
33.0625,,Segment,2,1,Image 1,1,1,100000011,510000003341,
30.0625,,Segment,2,1,Image 1,2,1,100000011,510000003342,
52.0625,,Segment,2,2,Image 1,2,1,100000011,510000003343,
78.0625,,Segment,2,3,Image 1,2,1,100000011,510000003344,
26.0625,,Segment,2,1,Image 1,2,1,100000011,510000003345,
47.0625,,Segment,2,2,Image 1,2,1,100000011,510000003346,
32.0625,,Segment,2,0,Image 1,1,1,100000011,510000003347,
92.125,,Segment,2,1,Image 1,1,1,100000012,510000003348,
68.125,,Segment,2,1,Image 1,1,1,100000012,510000003349,
86.125,,Segment,2,1,Image 1,1,1,100000013,510000003350,
92.125,,Segment,2,2,Image 1,1,1,100000013,510000003351,
64.125,,Segment,2,2,Image 1,2,1,100000013,510000003352,
93.125,,Segment,2,3,Image 1,3,1,100000013,510000003353,
126.062,,Segment,2,2,Image 1,1,1,100000013,510000003354,
139.125,,Segment,2,3,Image 1,1,1,100000013,510000003355,
