
Segment Area
 ==================== 
Segment Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
510.27,µm^2,Segment,4,3,1,100000013,510000003206,
867.278,µm^2,Segment,1,1,1,100000013,510000003211,
1755.9,µm^2,Segment,4,1,1,100000013,510000003215,
823.555,µm^2,Segment,4,2,1,100000013,510000003235,
650.395,µm^2,Segment,3,2,1,100000013,510000003244,
221.129,µm^2,Segment,2,2,1,100000013,510000003251,
699.124,µm^2,Segment,3,2,1,100000013,510000003253,
1323.33,µm^2,Segment,3,3,1,100000013,510000003269,
1312.73,µm^2,Segment,3,3,1,100000013,510000003292,
61.4393,µm^2,Segment,2,1,1,100000000,510000003309,
111.629,µm^2,Segment,1,1,1,100000000,510000003310,
47.5553,µm^2,Segment,2,1,1,100000000,510000003311,
235.535,µm^2,Segment,1,1,1,100000001,510000003312,
87.0902,µm^2,Segment,2,1,1,100000001,510000003313,
319.315,µm^2,Segment,1,1,1,100000002,510000003314,
284.14,µm^2,Segment,1,1,1,100000002,510000003315,
75.5985,µm^2,Segment,2,1,1,100000002,510000003316,
547.138,µm^2,Segment,0,1,1,100000003,510000003317,
223.138,µm^2,Segment,1,1,1,100000003,510000003318,
403.885,µm^2,Segment,1,2,1,100000003,510000003319,
176.167,µm^2,Segment,2,2,1,100000003,510000003320,
275.887,µm^2,Segment,6,4,1,100000003,510000003321,
221.902,µm^2,Segment,7,4,1,100000003,510000003322,
356.596,µm^2,Segment,7,5,1,100000003,510000003323,
33.9946,µm^2,Segment,4,5,1,100000003,510000003324,
339.49,µm^2,Segment,0,1,1,100000004,510000003325,
298.398,µm^2,Segment,1,2,1,100000004,510000003326,
400.952,µm^2,Segment,0,1,1,100000004,510000003327,
609.035,µm^2,Segment,1,1,1,100000005,510000003328,
270.853,µm^2,Segment,1,1,1,100000006,510000003329,
335.509,µm^2,Segment,2,2,1,100000006,510000003330,
471.445,µm^2,Segment,1,1,1,100000006,510000003331,
320.152,µm^2,Segment,1,1,1,100000007,510000003332,
347.129,µm^2,Segment,1,1,1,100000007,510000003333,
448.013,µm^2,Segment,0,1,1,100000008,510000003334,
103.791,µm^2,Segment,1,1,1,100000008,510000003335,
925.608,µm^2,Segment,0,1,1,100000009,510000003336,
117.672,µm^2,Segment,2,1,1,100000009,510000003337,
649.245,µm^2,Segment,0,1,1,100000010,510000003338,
734.623,µm^2,Segment,0,1,1,100000010,510000003339,
322.047,µm^2,Segment,0,1,1,100000011,510000003340,
139.282,µm^2,Segment,1,1,1,100000011,510000003341,
186.84,µm^2,Segment,1,2,1,100000011,510000003342,
259.409,µm^2,Segment,2,2,1,100000011,510000003343,
127.074,µm^2,Segment,3,2,1,100000011,510000003344,
307.608,µm^2,Segment,1,2,1,100000011,510000003345,
